id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
1194984,Spacious Room and Private Bath,6530148,Lin,,Roncesvalles,43.644,-79.4427,Private room,65,28,22,2017-08-26,0.17,1,88,0,
1196880,Happy Downtown Lower Penthouse,6539250,Jennifer,,Niagara,43.64175,-79.41108,Entire home/apt,,60,11,2019-04-25,0.10,1,35,0,
1202446,Peaceful room @ King/Spadina,2929374,Brahm,,Waterfront Communities-The Island,43.64482,-79.39416,Private room,,28,103,2023-12-26,0.78,2,0,14,STR-2012-HTGBHL
1209935,Downtown Apt  Historic Cabbagetown,195472241,Vesta,,Cabbagetown-South St.James Town,43.66483,-79.36945,Entire home/apt,214,28,50,2022-12-11,0.43,1,0,0,STR-2012-HJKVHK
1214297,Beautiful Lower level/Basement Apt #1- two bedroom,3604846,Wies,,High Park-Swansea,43.65305,-79.45495,Entire home/apt,150,30,18,2018-09-28,0.14,4,189,0,
1221280,"1 bed + Office, Balcony, Close to Subway, Downtown",6662193,Prity,,Bay Street Corridor,43.65014,-79.38669,Entire home/apt,103,30,13,2023-08-28,0.10,1,14,1,
1223097,"Colourful Apartment, Creative Space",6671740,Steven,,Annex,43.6695,-79.40656,Entire home/apt,,28,131,2019-07-21,1.12,1,25,0,
1242683,Beautiful spacious west end house,6773217,Alexa,,South Riverdale,43.65204,-79.34655,Entire home/apt,225,7,37,2023-07-31,0.34,1,13,1,STR-2012-HZHDVM
1254468,Oasis in Art Area of Queen West.,3406595,Inger,,Trinity-Bellwoods,43.64814,-79.4177,Private room,155,3,133,2024-04-08,1.25,2,6,12,STR-2203-HRPVHL
1260644,Large Victorian Home: Cabagetown,6865871,Matthew,,Moss Park,43.65784,-79.36819,Entire home/apt,,28,0,,,1,0,0,
1269925,$ Ultimate House -Location Location,6911938,Roozbeh,,Parkwoods-Donalda,43.75524,-79.33521,Entire home/apt,950,4,57,2023-12-30,0.47,2,342,14,STR-2103-FWRXVD
1279122,"Cottage in the City, Subway & Park",2960767,Chris,,Humewood-Cedarvale,43.69535,-79.43518,Entire home/apt,,28,10,2016-08-20,0.08,1,0,0,
1294243,Enjoy Toronto Junction.,1025890,Amir,,Junction Area,43.66779,-79.46335,Entire home/apt,65,180,1,2013-11-10,0.01,1,365,0,
1297164,HOME is TORONTO,5244098,Pablo,,Yonge-St.Clair,43.68857,-79.40087,Entire home/apt,140,28,55,2024-05-04,0.42,1,283,4,
1299374,Beaches Butterfly Garden Suite,7065012,Jude,,East End-Danforth,43.67646,-79.30791,Entire home/apt,93,28,60,2019-12-31,0.46,2,46,0,
1301718,Uber Upper Beach 3 Bedroom Suite,377846,Nick & Nena,,East End-Danforth,43.68516,-79.29243,Entire home/apt,137,28,26,2023-09-04,0.22,18,365,2,
1321398,Toronto Beach Paradise,7173548,Pasqua,,The Beaches,43.67244,-79.28464,Entire home/apt,116,1,105,2024-04-29,0.88,2,235,19,STR-2308-FXJVHR
1326015,Beautiful sun filled Bloordale home,2499198,Melissa,,Dovercourt-Wallace Emerson-Junction,43.66441,-79.45084,Entire home/apt,187,28,22,2018-05-29,0.17,1,14,0,
1331304,Need a place?,7221344,Roy,,Woodbine Corridor,43.67462,-79.31267,Private room,,28,8,2016-09-24,0.06,1,0,0,
1335133,Newly reno'd 2-story house in family-friendly hood,613837,Brett,,Old East York,43.69489,-79.33345,Entire home/apt,249,13,21,2023-08-12,0.16,1,147,2,STR-2101-GPBKVG
1348067,The Great Gerrard - Toronto Suite,377846,Nick & Nena,,East End-Danforth,43.68358,-79.30637,Entire home/apt,90,28,21,2023-11-07,0.16,18,264,2,
1365638,Luxury Condo@Lakeshore Blvd West,7412574,Abhishek,,Mimico (includes Humber Bay Shores),43.62233,-79.48785,Private room,100,28,43,2022-10-25,0.37,1,179,0,STR-2208-FRFPHC
1369701,Private room upstairs,7428349,Steve,,Corso Italia-Davenport,43.67535,-79.45502,Private room,85,28,21,2019-11-23,0.16,1,83,0,
1370412,Sunny Bachelor Studio,1102328,Isil,,Dufferin Grove,43.65499797475493,-79.44582592051381,Entire home/apt,150,5,9,2024-02-25,0.10,2,254,3,STR-2306-GXMDVV
1417125,Quiet Bluffs Apartment,1108156,Karen,,Birchcliffe-Cliffside,43.70402,-79.25987,Entire home/apt,75,28,12,2024-03-29,0.10,2,307,4,
1422877,Entire home -Sheppard and Yonge,7658503,Angela,,Willowdale East,43.75646,-79.40711,Entire home/apt,,28,13,2020-01-13,0.10,1,0,0,
1426591,Chic Condo in Trendy Queen West,7672988,Nadia,,Little Portugal,43.65012,-79.43928,Private room,88,28,33,2021-07-04,0.25,2,236,0,STR-2010-FSSXPC
1455503,Large Luxury Suite in Downtown Toronto King West,4332338,Agnes Eva,,Niagara,43.64109,-79.40308,Entire home/apt,200,30,9,2016-05-12,0.08,1,90,0,
1456369,FURNISHED BASEMENT APARTMENT IN A RAISED BUNGALOW,6153361,Asoka,,Agincourt South-Malvern West,43.79099,-79.27216,Entire home/apt,75,3,19,2023-12-21,0.24,1,131,1,STR-2311-HMSHHX
1462084,Spacious 1BR Near St. Lawrence Market,1397143,Gregory,,Waterfront Communities-The Island,43.64768,-79.37398,Entire home/apt,130,28,100,2024-04-04,0.76,1,45,8,
1475233,Super awesome condo w FREE Parking!,7895355,T,,Niagara,43.64053,-79.41775,Entire home/apt,200,28,74,2023-08-01,0.57,2,90,1,
1475851,Noble - Luxury Executive Condo,5988339,Toronto Luxury Suites,,Annex,43.67197,-79.38791,Entire home/apt,133,30,0,,,20,345,0,
1477940,Toronto Modern Urban Hideaway,1200367,Grace,,Dovercourt-Wallace Emerson-Junction,43.66712,-79.45213,Entire home/apt,128,28,49,2023-04-30,0.39,4,250,0,
1486931,Large & Bright Authentic Loft,174616,David,,South Parkdale,43.63894,-79.42223,Entire home/apt,180,2,205,2024-04-22,1.57,1,275,30,STR-2012-JDGBHM
1524783,Subletting Beautiful Home in TO,8135652,Sumi,,Corso Italia-Davenport,43.68208,-79.44943,Entire home/apt,,28,1,2016-02-20,0.01,1,0,0,
1546244,"Superb Little Italy, Toronto2024CovidBoosterREQ",4991306,Julie,,Trinity-Bellwoods,43.65608,-79.40949,Private room,130,3,184,2024-04-29,2.26,1,220,29,STR-2009-JDCKPM
1550684,The Greenhouse Loft,2385315,Mindy,,Dufferin Grove,43.6556,-79.44356,Entire home/apt,225,3,20,2024-04-14,0.75,1,12,9,STR-2204-JBGPHM
1550882,Cozy apartment in upper mid-town,2788736,Alvaro,,St.Andrew-Windfields,43.7609,-79.39356,Entire home/apt,70,28,58,2024-04-11,0.45,1,187,5,
1552251,"Private Bath, Large Room, Great Bed",8267190,Mable,,Annex,43.66923,-79.41685,Private room,59,28,46,2024-01-03,0.36,2,282,3,
1554581,Hospital Row Respite | 2 bedrm 2 baths |,8277300,Anne Marie,,University,43.659468,-79.402395,Entire home/apt,,28,41,2023-04-08,0.32,1,0,0,STR-2011-FRVDVC
1560504,A gorgeous house in Queen West!,3400584,Maria,,Trinity-Bellwoods,43.64833,-79.40784,Entire home/apt,449,4,46,2024-01-01,0.35,1,214,10,STR-2010-GZJKPH
1560977,Toronto Water Park City Luxury Suite,8306299,Zita,,Niagara,43.63744,-79.40523,Entire home/apt,170,28,425,2020-03-15,3.28,1,365,0,
1562481,High-End Lakefront 2 Bed + Office Boutique Condo,1816495,Katharine,,Waterfront Communities-The Island,43.64031,-79.38185,Entire home/apt,275,28,52,2017-06-26,0.41,3,250,0,
1564089,Quiet Bright 2 Bedroom Downtown!!!!,8300483,Michael,,Little Portugal,43.65181,-79.42994,Entire home/apt,100,28,7,2013-12-05,0.05,1,69,0,
1570103,Toronto downtown mini loft!,8349056,Jose,,Little Portugal,43.64524,-79.42693,Private room,,28,110,2024-01-31,0.86,2,16,1,
1578070,Unbeatable Downtown Location,5559775,Aleksandra,,Waterfront Communities-The Island,43.64487,-79.39468,Entire home/apt,499,28,16,2019-08-15,0.12,1,178,0,
1589014,Cosy Pad in heart of Little Italy,2144852,Angela,,Trinity-Bellwoods,43.6517,-79.41585,Entire home/apt,,28,61,2020-04-14,0.88,1,0,0,
1594005,Stylish Modern Condo w/Queen Bed | CN Tower views!,6397676,Rahim,,Waterfront Communities-The Island,43.64625,-79.39106,Entire home/apt,,2,127,2024-02-18,0.98,1,0,9,STR-2012-FJVDVB
1598460,Spacious Room in Charming Apartment,3877380,Ken,,Humewood-Cedarvale,43.68415,-79.42116,Private room,,28,2,2013-12-14,0.02,1,0,0,
1604069,"Away to Relax! Lake View, 2nd floor, Private Bath",8546454,Marilyn Lucille,,Birchcliffe-Cliffside,43.69348,-79.25967,Private room,125,3,456,2024-04-29,3.51,1,163,35,STR-2009-FSFXPC
1610027,Serviced spacious two bedrooms apartment,8569918,Sharon,,Yonge-Eglinton,43.70381,-79.40679,Entire home/apt,285,28,38,2023-08-17,0.30,35,75,4,STR-2012-JGCPHM
1625412,Modern Condo - Heart of Downtown!,2783292,Euge,,Kensington-Chinatown,43.65311,-79.3906,Entire home/apt,130,85,37,2023-03-31,0.29,1,365,0,
1631083,Queen Room with Shared Bathroom,8569918,Sharon,,Yonge-Eglinton,43.70413,-79.40546,Private room,149,28,17,2024-04-30,0.13,35,99,4,STR-2012-FLMBHB
1631386,Private Room in Downtown Toronto RM3,4297691,Graeme,,Dovercourt-Wallace Emerson-Junction,43.66368,-79.44037,Private room,76,1,410,2024-05-05,3.16,2,325,120,STR-2204-GFYHHF
1632898,PENTHOUSE WITH LARGE HOT TUB,8675040,Rich,,Waterfront Communities-The Island,43.646,-79.3983,Entire home/apt,,28,26,2020-04-03,0.50,2,0,0,
1638995,"Stylish, Sophisticated Apartment with Shaded Patio",8702985,Clarence,,Trinity-Bellwoods,43.65378,-79.4152,Entire home/apt,218,28,126,2023-08-23,1.31,10,279,2,
1646214,"2BR+Pullout, Sleeps 6, 1BA, Parking - Downtown Gem",8736297,Anju,,Niagara,43.64243,-79.40354,Entire home/apt,120,90,82,2020-01-20,0.75,1,213,0,
1651958,renovated cozy bachelor downtown Toronto,6044009,Fabricio,,North St.James Town,43.66823,-79.37906,Entire home/apt,211,5,162,2024-04-30,1.34,1,122,12,STR-2011-HLHDVK
1652086,Deluxe King Room with En-Suite Bathroom,8569918,Sharon,,Yonge-Eglinton,43.70575,-79.40568,Private room,199,28,13,2024-01-17,0.10,35,254,2,STR-2012-JGCPHM
1652220,Queen Room (shared bathroom),8569918,Sharon,,Yonge-Eglinton,43.70583,-79.4054,Private room,129,28,24,2024-02-26,0.19,35,87,1,STR-2012-FLMBHB
1668445,Serviced Deluxe Family Apartment( self-contained),8569918,Sharon,,Yonge-Eglinton,43.70583,-79.40468,Entire home/apt,233,28,66,2024-04-20,0.52,35,41,5,STR-2012-JGCPHM
1668582,Serviced Deluxe King Studio Apartment,8569918,Sharon,,Yonge-Eglinton,43.7037,-79.40507,Entire home/apt,245,28,69,2024-04-07,0.53,35,59,6,STR-2012-JGCPHM
1673003,lovely 2 +1 bdrm home +  garage in  midtown,8856331,Veronique,,Lawrence Park North,43.73051,-79.40644,Entire home/apt,279,14,25,2023-08-12,0.20,1,232,2,STR-2010-HPXRPK
1695186,Kaleidoscope - Executive Luxury Condo,5988339,Toronto Luxury Suites,,Annex,43.67197,-79.38791,Entire home/apt,256,30,0,,,20,310,0,
1695655,Quixotic - Luxury Executive Condo,5988339,Toronto Luxury Suites,,Annex,43.67197,-79.38791,Entire home/apt,192,30,0,,,20,363,0,
1711196,Lovely Private Room in Toronto Home,3431521,Sandra,,Roncesvalles,43.64152,-79.44106,Private room,,28,125,2020-03-14,1.01,1,0,0,
1718208,Suite in a Premium Hotel - Min 12 months.,579683,Liron,,Church-Yonge Corridor,43.64849,-79.37597,Entire home/apt,85,28,43,2016-12-24,0.42,5,249,0,
1718363,Gorgeous studio in the heart of T.O,8478072,Lotoya,,Kensington-Chinatown,43.65203,-79.38952,Entire home/apt,,28,39,2017-01-03,0.32,1,0,0,
1722517,The best spot for a night. Women guest only,8859994,Em,,Moss Park,43.65514,-79.3732,Private room,95,28,194,2024-04-06,1.50,4,345,22,STR-2210-GSLRVG
1732392,2 bedrooms basement apartment,9127235,Mrs Raphael,,Bendale,43.75786,-79.26175,Entire home/apt,90,30,81,2019-07-02,0.64,1,159,0,
1750120,"Sunny house, friendly neighbourhood",4162773,Heather,,Dovercourt-Wallace Emerson-Junction,43.66355,-79.43276,Entire home/apt,,30,0,,,1,0,0,
1759486,One Bdrm Condo Kipling Subway,1553458,Jay,,Islington-City Centre West,43.63897,-79.53674,Entire home/apt,125,28,0,,,2,182,0,
1762021,Great House on Palmerston Blvd in downtown Toronto,44259,Susan,,Palmerston-Little Italy,43.66069,-79.41096,Entire home/apt,869,3,147,2024-03-10,1.25,1,40,21,STR-2009-HBCKPJ
1779167,Spacious downtown condo,9341346,Przemek,,Waterfront Communities-The Island,43.64329,-79.38219,Entire home/apt,146,90,5,2018-12-21,0.07,1,250,0,
1785285,"Luxurious bath / Cosy, quiet room",8267190,Mable,,Annex,43.67013,-79.41524,Private room,59,28,49,2024-03-20,0.38,2,341,4,
1803281,RENOVATED MODERN 1 BEDROOM WALKOUT,9454044,Stephanie,,Blake-Jones,43.67066,-79.34116,Entire home/apt,,28,173,2023-05-08,1.85,1,0,0,
1820689,Spectacular Yorkville Condo,9532580,Santorini Sky,,Annex,43.67143,-79.3912,Entire home/apt,249,60,60,2021-07-12,0.49,1,250,0,
1825630,Riverside Stylish & Quiet Studio with Tree View,6845507,Leslie,,South Riverdale,43.6575,-79.35325,Entire home/apt,,90,14,2024-01-01,0.12,2,63,2,
1844121,Amazing Bed & Breakfast Downtown,8952336,Caroline,,Bay Street Corridor,43.66773,-79.38835,Private room,153,28,221,2023-09-15,1.79,1,365,1,STR-2305-GYGDVV
1856109,Beautiful and Cozy Home for Rental,1989442,Pellumb,,Englemount-Lawrence,43.71718,-79.44104,Private room,85,1,592,2024-04-19,4.65,1,25,48,STR-2010-FHKRPB
1876510,Suite in the Beaches,9773888,Zilla,,The Beaches,43.66820381151345,-79.30649601185225,Entire home/apt,170,2,4,2024-04-28,2.40,1,34,4,STR-2401-GCMRVS
1879787,Great downtown Location Next to Subway + Parking,9787143,Dan,,Church-Yonge Corridor,43.66778,-79.38511,Entire home/apt,,28,17,2018-09-28,0.13,1,0,0,
1881845,Family house-great location/free reserved parking!,6411777,Tania,,Dufferin Grove,43.65664,-79.43227,Entire home/apt,,28,14,2021-09-03,0.12,1,14,0,
1886850,Private Roncesvalles coach house,9612740,Donna,,Roncesvalles,43.64257,-79.44587,Entire home/apt,150,2,250,2024-05-06,1.97,1,130,47,STR-2201-FRVRVC
1891100,LRG Family Friendly Annex/Kensington Market House!,9228931,Rebecca,,University,43.66092,-79.40347,Entire home/apt,,28,19,2017-08-25,0.18,1,0,0,
1912628,Downtown Waterfront View Toronto,9922227,Santiago,,Waterfront Communities-The Island,43.63898,-79.38235,Entire home/apt,,28,13,2019-06-01,0.10,1,0,0,
1912746,U5 New Modern Bachelor Downtown Apt,9923100,Ed,,Annex,43.66586,-79.40997,Entire home/apt,70,29,71,2023-11-14,0.56,15,302,2,
1920804,FURNISHED MASTER BEDROOM/PRIVATE WC,9956811,Erica,,Mount Dennis,43.68936,-79.49823,Private room,151,30,2,2017-08-13,0.02,10,365,0,
1925448,Private room in Downtown Toronto,9974366,Sarmad,,Church-Yonge Corridor,43.65043,-79.37441,Private room,,28,1,2013-11-19,0.01,1,0,0,
1931961,Studio 3rd Floor Annex House Toronto,3496109,J,,University,43.66565,-79.408,Entire home/apt,73,28,11,2023-08-17,0.09,1,288,1,
1937092,Trinity-Bellwoods Apartment!,5099605,Catherine,,Trinity-Bellwoods,43.65363,-79.41484,Entire home/apt,,28,54,2023-11-10,0.45,1,0,3,
1945120,"Warmth, Privacy, Coffee + Best Area",10061029,Gg,,Little Portugal,43.64656,-79.42425,Private room,57,28,95,2017-05-07,0.75,2,9,0,
1984190,Cozy Colourful room/1 bedroom apt_ Special Deal,7026137,Oxana,,Willowdale West,43.77014,-79.4169,Private room,76,30,29,2024-01-11,0.23,2,365,4,
1986934,Priv room/priv bath in ❤️ Tdot,10249063,Adila,,Waterfront Communities-The Island,43.64038,-79.3997,Private room,125,30,247,2023-12-13,2.61,1,126,26,STR-2201-HWPRVL
1992288,Gorgeous large open loft apartment,9794542,Meher,,South Parkdale,43.64101,-79.4321,Entire home/apt,,30,27,2015-06-30,0.21,1,0,0,
2020201,800ft² - Beautiful & Clean 1 +Den,6616887,Sara,,Islington-City Centre West,43.63931,-79.53586,Entire home/apt,,28,1,2014-01-04,0.01,1,0,0,
2042951,Victorian Home On Subway Faces Park,9880504,Rob,,East End-Danforth,43.6908,-79.29496,Entire home/apt,,180,0,,,2,89,0,
2045208,Cozy Condo near CN Tower - downtown,4356799,Thomas,,Waterfront Communities-The Island,43.64342,-79.39031,Entire home/apt,133,28,65,2022-10-08,0.52,12,124,0,STR-2010-HMWKVJ
2061445,Upper Beach House Overlooking Park with Parking,9116432,Christian,,East End-Danforth,43.68004,-79.30925,Entire home/apt,370,1,70,2023-11-19,0.64,1,82,11,STR-2012-GYKVHH
2068172,Furnished Luxurious Condo,10578094,Payam,,Newtonbrook West,43.77916,-79.419,Entire home/apt,,28,1,2016-08-29,0.01,1,0,0,
2082829,Downtown 1 Bedroom+Parking+WiFi,10639186,Oksana,,Waterfront Communities-The Island,43.64881,-79.38812,Entire home/apt,,700,19,2020-03-09,0.15,1,349,0,
2094556,"Arts Workers Only.  Queen West Loft, 2-18/Jan",1103209,Kong Kie,,Little Portugal,43.64332,-79.42302,Entire home/apt,,28,0,,,1,0,0,
2104845,Comfy/Charming 1 bedroom in Downtown Toronto,2892745,Matt,,Little Portugal,43.64821,-79.43463,Entire home/apt,,28,1,2018-04-01,0.01,1,0,0,
2117841,Apartment in Seaton Village/Annex,3370930,Jeannette,,Annex,43.67021,-79.41766,Entire home/apt,,28,24,2023-08-07,0.29,1,0,2,
2123691,Boutique Condo in the West End,10830387,Mark,,Stonegate-Queensway,43.627,-79.49038,Entire home/apt,,28,1,2018-03-16,0.01,1,0,0,
2124858,"Rm Queen Bed. Qn St 1 min, Beach 5 min. park free",6884061,Roberta,,The Beaches,43.67372,-79.28786,Private room,85,1,66,2024-05-02,0.54,1,306,41,STR-2209-JCXHHM
2126181,"The Yoga House,  Yoga, Thai Massage",10845253,Celeste,,Woodbine Corridor,43.682,-79.31549,Private room,180,28,9,2016-09-14,0.08,1,365,0,
2138766,2BR Home Trendy Queen West West,3694374,Stacey,,Little Portugal,43.64658,-79.42414,Entire home/apt,,28,16,2018-03-13,0.13,1,0,0,
2140635,One Bedroom Condo  - 6 mths contract,195095,Urbano,,North St.James Town,43.67097,-79.3792,Entire home/apt,170,90,3,2016-05-29,0.02,11,250,0,
2150181,3BR Family Home sleeps 6 - Midtown,9317720,Kelly,,Yonge-Eglinton,43.70365,-79.39982,Entire home/apt,,28,6,2015-07-26,0.05,1,0,0,
2164586,Best city view in King West!,11044712,Tdot,,Niagara,43.64142,-79.41216,Entire home/apt,,28,7,2017-08-26,0.06,1,0,0,
2165395,Bright & fun eco-home in great neighbourhood,11048824,Jen,,Little Portugal,43.64553,-79.43329,Entire home/apt,115,21,20,2023-08-26,0.17,1,172,3,STR-2102-HSZDVL
2165577,Lovely apt with courtyard view,7341708,Vitaly,,Waterfront Communities-The Island,43.63985,-79.39487,Entire home/apt,,28,0,,,1,0,0,
2171366,A spectacular and authentic loft!,11076856,Joanne,,Dovercourt-Wallace Emerson-Junction,43.665649794766246,-79.42668921479472,Entire home/apt,272,1,65,2024-05-07,0.53,2,272,49,STR-2211-GXQHHV
2207257,Bright Cheery Home Steps to Boardwalk,11259817,Pamela,,The Beaches,43.669045951042186,-79.3050017979293,Entire home/apt,238,28,23,2017-08-14,0.19,1,242,0,STR-2011-HVCKVL
2217230,ZEN LOFT IN HEART OF TRINITY BELLWOODS,2748348,Greg,,Trinity-Bellwoods,43.64563,-79.41845,Entire home/apt,129,28,10,2021-11-07,0.09,1,176,0,
2226745,Huge 1225 sq/f Luxury Leslieville Loft,11363304,Craig,,South Riverdale,43.66199,-79.34036,Entire home/apt,125,28,1,2023-04-01,0.07,1,302,0,
2267889,"Bright, Airy Two Bedrooms With Parking",5927200,Genevieve,,Oakridge,43.69664400230598,-79.27215356063049,Entire home/apt,126,1,573,2024-05-08,5.23,1,154,50,STR-2012-HYJPHL
2269269,Nice Home In the Stockyards,3279120,David,,Rockcliffe-Smythe,43.6699749,-79.4902822,Entire home/apt,155,5,1,2023-05-05,0.08,1,90,0,STR-2302-FKFXVP
2272479,Trendy Dundas West Location,1495412,Vanessa,,Little Portugal,43.64833,-79.43545,Entire home/apt,,30,14,2019-07-06,0.12,1,0,0,
2274060,1 BR-Close to DonMills & Eglinton 204,1854872,Nadarajah,,Flemingdon Park,43.71951,-79.3356,Private room,29,28,37,2024-04-30,0.31,5,313,2,
2296506,Fully Furnished Downtown Condo - stunning Lakeview,11729337,Ramy,,Waterfront Communities-The Island,43.64168,-79.38025,Entire home/apt,120,28,62,2024-03-13,0.50,1,260,5,
2298592,Cozy attic room in shared house,2441074,Sarah,,University,43.6614,-79.40839,Private room,,28,0,,,1,0,0,
2316010,Lovely Bedroom Downtown by subway,11827037,Clara,,North St.James Town,43.66907,-79.37654,Private room,,28,1,2015-08-18,0.01,1,0,0,
2316147,Spacious Yorkville 2 BR 2 Bath - see YouTube vid!,7828359,Karma,,Rosedale-Moore Park,43.67209,-79.384,Entire home/apt,218,1,50,2023-08-10,0.42,2,273,10,STR-2303-HZPHHZ
2319682,AUTHENTIC FEATHER FACTORY HARD LOFT!!!,5153529,Adrian,,Roncesvalles,43.65219170386215,-79.45062577459217,Entire home/apt,210,2,239,2024-02-04,1.95,2,254,18,STR-2309-FFLDVP
2320893,Holistic Paradise in the Sky! Sauna Zen Den,10796912,D,,Bay Street Corridor,43.6677,-79.39361,Entire home/apt,160,28,30,2017-08-12,0.24,1,358,0,
2329180,"Private Bdrm - Shared 2 BdRm, on Yonge Subway Line",11897371,Frank,,Church-Yonge Corridor,43.66521,-79.38219,Private room,83,28,47,2024-03-17,0.47,1,99,4,
2333145,Toronto Waterfront Luxury Suite,11917344,Maria,,Waterfront Communities-The Island,43.63682,-79.38126,Entire home/apt,125,180,0,,,1,206,0,
2336683,North Toronto near Sheppard West Subway,11933948,Marlene,,Clanton Park,43.74895,-79.45489,Entire home/apt,105,28,20,2024-03-05,0.22,1,158,2,
2356555,Kashaneh at LuxuryTwo Bedroom Meridian Building,12033867,Kashaneh,,Willowdale West,43.77881,-79.41803,Entire home/apt,259,28,67,2021-11-28,0.55,16,365,0,STR-2011-FZRRVD
2380048,Toronto - Rosedale Furnished Flat,864492,George,,Rosedale-Moore Park,43.67769,-79.3684,Entire home/apt,185,12,10,2023-07-10,0.08,1,65,3,STR-2010-GLRRPG
2413073,Chic house on a quiet street,4455921,Job,,North Riverdale,43.67138,-79.34782,Entire home/apt,,28,4,2016-08-24,0.03,1,0,0,
2424754,Dufferin Grove Home,12391900,Joe,,Dufferin Grove,43.65288,-79.43364,Entire home/apt,,365,0,,,1,0,0,
2435178,2Bd/2Bth*Pool/Sauna/Gym*Parking*at Kipling Subway*,1553458,Jay,,Islington-City Centre West,43.63811,-79.5372,Entire home/apt,130,28,8,2022-09-12,0.08,2,342,0,
